dataset_label,variant_label,dataset_root,scan_index,scan_file,hr_path,height,width,num_pixels,scan_mean_dS_rad,scan_std_dS_rad,scan_max_dS_rad
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,5,IN718_test_hr_x_block_152.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_152.npy,128,128,16384,0.010945303365588188,0.0036346407141536474,0.021880341693758965
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,6,IN718_test_hr_x_block_153.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_153.npy,128,128,16384,0.010606885887682438,0.003441551700234413,0.021024560555815697
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,7,IN718_test_hr_x_block_154.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_154.npy,128,128,16384,0.014316723681986332,0.0031585153192281723,0.021880341693758965
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,8,IN718_test_hr_x_block_158.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_158.npy,128,128,16384,0.01017114706337452,0.0034114487934857607,0.021880341693758965
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,9,IN718_test_hr_x_block_176.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_176.npy,128,128,16384,0.0102276261895895,0.0029947308357805014,0.017332319170236588
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,10,IN718_test_hr_x_block_191.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_191.npy,128,128,16384,0.012777505442500114,0.003927902784198523,0.02176014706492424
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,11,IN718_test_hr_x_block_193.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_193.npy,128,128,16384,0.012472694739699364,0.003323822747915983,0.0202033668756485
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,12,IN718_test_hr_x_block_209.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_209.npy,128,128,16384,0.011390069499611855,0.0030024885199964046,0.020215164870023727
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,13,IN718_test_hr_x_block_241.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_241.npy,128,128,16384,0.01306757889688015,0.0038256121333688498,0.02302713133394718
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,14,IN718_test_hr_x_block_254.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_254.npy,128,128,16384,0.012102709151804447,0.0028059352189302444,0.023640213534235954
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,15,IN718_test_hr_x_block_256.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_256.npy,128,128,16384,0.009859560057520866,0.0033601969480514526,0.022735370323061943
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,16,IN718_test_hr_x_block_258.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_258.npy,128,128,16384,0.010200188495218754,0.003881579264998436,0.022735370323061943
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,17,IN718_test_hr_x_block_268.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_268.npy,128,128,16384,0.011945514008402824,0.0029145688749849796,0.023640213534235954
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,18,IN718_test_hr_x_block_27.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_27.npy,128,128,16384,0.01169046014547348,0.0023585695307701826,0.0198221355676651
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,19,IN718_test_hr_x_block_279.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_279.npy,128,128,16384,0.013033268973231316,0.0031900624744594097,0.023620033636689186
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,20,IN718_test_hr_x_block_297.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_297.npy,128,128,16384,0.01139170303940773,0.0032214298844337463,0.02015610784292221
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,21,IN718_test_hr_x_block_322.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_322.npy,128,128,16384,0.010781637392938137,0.0030428976751863956,0.01852903701364994
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,22,IN718_test_hr_x_block_370.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_370.npy,128,128,16384,0.012042003683745861,0.0032179018016904593,0.022140316665172577
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,23,IN718_test_hr_x_block_375.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_375.npy,128,128,16384,0.012190937995910645,0.003091130405664444,0.022140316665172577
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,24,IN718_test_hr_x_block_381.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_381.npy,128,128,16384,0.011719821020960808,0.0033940039575099945,0.021350892260670662
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,25,IN718_test_hr_x_block_389.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_389.npy,128,128,16384,0.011548249050974846,0.003120147855952382,0.02015610784292221
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,26,IN718_test_hr_x_block_392.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_392.npy,128,128,16384,0.011622322723269463,0.002402090234681964,0.019737759605050087
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,27,IN718_test_hr_x_block_396.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_396.npy,128,128,16384,0.011843995191156864,0.003310505300760269,0.020865192636847496
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,28,IN718_test_hr_x_block_40.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_40.npy,128,128,16384,0.01196691021323204,0.0023848158307373524,0.02141779102385044
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,29,IN718_test_hr_x_block_403.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_403.npy,128,128,16384,0.01051077339798212,0.0027761412784457207,0.019989820197224617
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,30,IN718_test_hr_x_block_408.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_408.npy,128,128,16384,0.011261194944381714,0.0027812013868242502,0.01870831474661827
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,31,IN718_test_hr_x_block_41.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_41.npy,128,128,16384,0.011925257742404938,0.003196988021954894,0.02141779102385044
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,32,IN718_test_hr_x_block_411.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_411.npy,128,128,16384,0.012155652046203613,0.0027381095569580793,0.020785050466656685
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,33,IN718_test_hr_x_block_412.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_412.npy,128,128,16384,0.011850474402308464,0.003182529006153345,0.01935967430472374
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,34,IN718_test_hr_x_block_416.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_416.npy,128,128,16384,0.012308357283473015,0.0030743181705474854,0.020865192636847496
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,35,IN718_test_hr_x_block_427.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_427.npy,128,128,16384,0.011222580447793007,0.0019886502996087074,0.018046662211418152
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,36,IN718_test_hr_x_block_446.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_446.npy,128,128,16384,0.011980222538113594,0.003546219551935792,0.020785050466656685
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,37,IN718_test_hr_x_block_447.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_447.npy,128,128,16384,0.01569463312625885,0.0030712904408574104,0.020785050466656685
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,38,IN718_test_hr_x_block_454.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_454.npy,128,128,16384,0.01228994783014059,0.00314942910335958,0.022640790790319443
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,39,IN718_test_hr_x_block_458.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_458.npy,128,128,16384,0.013584574684500694,0.0035889444407075644,0.0213620588183403
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,40,IN718_test_hr_x_block_467.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_467.npy,128,128,16384,0.013027086853981018,0.0030327695421874523,0.0213620588183403
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,41,IN718_test_hr_x_block_47.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_47.npy,128,128,16384,0.012178674340248108,0.00324362819083035,0.019580096006393433
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,42,IN718_test_hr_x_block_496.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_496.npy,128,128,16384,0.011079778894782066,0.002848608186468482,0.020785050466656685
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,43,IN718_test_hr_x_block_516.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_516.npy,128,128,16384,0.011306926608085632,0.0024346488062292337,0.018733786419034004
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,44,IN718_test_hr_x_block_518.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_518.npy,128,128,16384,0.01164074894040823,0.0029155220836400986,0.018670041114091873
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,45,IN718_test_hr_x_block_519.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_519.npy,128,128,16384,0.013921245001256466,0.0036068917252123356,0.0207965187728405
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,46,IN718_test_hr_x_block_522.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_522.npy,128,128,16384,0.012252358719706535,0.0035128111485391855,0.021373216062784195
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,47,IN718_test_hr_x_block_527.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_527.npy,128,128,16384,0.011358360759913921,0.0027997614815831184,0.020238740369677544
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,48,IN718_test_hr_x_block_531.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_531.npy,128,128,16384,0.011380041018128395,0.002808531280606985,0.020238740369677544
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,49,IN718_test_hr_x_block_535.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_535.npy,128,128,16384,0.012194851413369179,0.0027098010759800673,0.019099298864603043
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,50,IN718_test_hr_x_block_536.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_536.npy,128,128,16384,0.012286677956581116,0.0026740103494375944,0.019725674763321877
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,51,IN718_test_hr_x_block_539.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_539.npy,128,128,16384,0.012820066884160042,0.0031786730978637934,0.02004936710000038
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,52,IN718_test_hr_x_block_54.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_54.npy,128,128,16384,0.01187488716095686,0.003213097108528018,0.019310347735881805
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,53,IN718_test_hr_x_block_541.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_541.npy,128,128,16384,0.012040283530950546,0.0023869783617556095,0.020238740369677544
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,54,IN718_test_hr_x_block_542.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_542.npy,128,128,16384,0.011301986873149872,0.0031447678338736296,0.020945027470588684
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,55,IN718_test_hr_x_block_544.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_544.npy,128,128,16384,0.012537836097180843,0.003092711791396141,0.02108118310570717
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,56,IN718_test_hr_x_block_71.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_71.npy,128,128,16384,0.01162123866379261,0.0031889991369098425,0.02081943489611149
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,57,IN718_test_hr_x_block_72.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_72.npy,128,128,16384,0.011972908861935139,0.00296569662168622,0.020001742988824844
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,58,IN718_test_hr_x_block_75.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_75.npy,128,128,16384,0.011491067707538605,0.0027860808186233044,0.021891234442591667
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,59,IN718_test_hr_x_block_85.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_85.npy,128,128,16384,0.012205655686557293,0.0028207467403262854,0.0193965844810009
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,60,IN718_test_hr_x_block_87.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_87.npy,128,128,16384,0.011573315598070621,0.002910667099058628,0.021891234442591667
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,61,IN718_test_hr_x_block_94.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_x_block_94.npy,128,128,16384,0.011184538714587688,0.0025658283848315477,0.0193965844810009
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,62,IN718_test_hr_y_block_103.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_y_block_103.npy,128,128,16384,0.010606952011585236,0.0029854997992515564,0.019074315205216408
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,63,IN718_test_hr_y_block_106.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_y_block_106.npy,128,128,16384,0.011676093563437462,0.0029599170666188,0.01906181126832962
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,64,IN718_test_hr_y_block_113.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_y_block_113.npy,128,128,16384,0.011407753452658653,0.002653740579262376,0.018733786419034004
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,65,IN718_test_hr_y_block_120.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_y_block_120.npy,128,128,16384,0.01110071875154972,0.0034012366086244583,0.018961485475301743
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,66,IN718_test_hr_y_block_159.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_y_block_159.npy,128,128,16384,0.010140752419829369,0.003604521509259939,0.019384289160370827
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,67,IN718_test_hr_y_block_161.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_y_block_161.npy,128,128,16384,0.012692425400018692,0.003064179327338934,0.020785050466656685
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,68,IN718_test_hr_y_block_164.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_y_block_164.npy,128,128,16384,0.011163577437400818,0.003266498912125826,0.019384289160370827
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,69,IN718_test_hr_y_block_165.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_y_block_165.npy,128,128,16384,0.01132654957473278,0.003145376453176141,0.01911177672445774
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,70,IN718_test_hr_y_block_177.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_y_block_177.npy,128,128,16384,0.010689268819987774,0.003526538610458374,0.019834160804748535
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,71,IN718_test_hr_y_block_180.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_y_block_180.npy,128,128,16384,0.012011190876364708,0.00275962776504457,0.019737759605050087
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,72,IN718_test_hr_y_block_188.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_y_block_188.npy,128,128,16384,0.01311527006328106,0.0031725014559924603,0.0207965187728405
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,73,IN718_test_hr_y_block_189.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_y_block_189.npy,128,128,16384,0.012472834438085556,0.003113595535978675,0.01911177672445774
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,74,IN718_test_hr_y_block_206.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_y_block_206.npy,128,128,16384,0.01081164088100195,0.0019728229381144047,0.01780726946890354
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,75,IN718_test_hr_y_block_224.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_y_block_224.npy,128,128,16384,0.010701727122068405,0.0022739728447049856,0.021967340260744095
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,76,IN718_test_hr_y_block_230.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_y_block_230.npy,128,128,16384,0.011367164552211761,0.00235825777053833,0.018860625103116035
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,77,IN718_test_hr_y_block_251.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_y_block_251.npy,128,128,16384,0.01127809938043356,0.0026333199348300695,0.020785050466656685
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,78,IN718_test_hr_y_block_267.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_y_block_267.npy,128,128,16384,0.009813282638788223,0.0034362883307039738,0.020001742988824844
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,79,IN718_test_hr_y_block_268.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_y_block_268.npy,128,128,16384,0.01229819655418396,0.0033387395087629557,0.019989820197224617
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,80,IN718_test_hr_y_block_269.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_y_block_269.npy,128,128,16384,0.01164211519062519,0.003559360047802329,0.02081943489611149
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,81,IN718_test_hr_y_block_281.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_y_block_281.npy,128,128,16384,0.010249555110931396,0.0030948773492127657,0.020132437348365784
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,82,IN718_test_hr_y_block_29.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_y_block_29.npy,128,128,16384,0.011943191289901733,0.00340843154117465,0.020013660192489624
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,83,IN718_test_hr_y_block_295.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_y_block_295.npy,128,128,16384,0.012510857544839382,0.0033142033498734236,0.020519524812698364
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,84,IN718_test_hr_y_block_297.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_y_block_297.npy,128,128,16384,0.011632534675300121,0.0034056291915476322,0.021035896614193916
IN718 (FCC),"LUT + local refinement (12 steps, 8 starts)",/data/home/umang/Materials/Materials_data_mount/datasets/IN718,85,IN718_test_hr_y_block_301.npy,/data/home/umang/Materials/Materials_data_mount/datasets/IN718/Test/HR_Data/IN718_test_hr_y_block_301.npy,128,128,16384,0.011882919818162918,0.0031043891794979572,0.021869439631700516
